Altium Designer Pick and Place Locations
C:\Users\julianstj\Desktop\WorkNotes\Projects\PTP\TimeCardNPI\HackDesign\WIP\ECAD\Project Outputs for Timingcard_PROJECT\Pick Place for TimeCard-DC-V8_EXP.csv

========================================================================================================================
File Design Information:

Date:       27/01/23
Time:       09:14
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R90","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","5940.945","-850.394","270",""
"R89","10K_1%_0402","TopLayer","RESC1005X40X25LL05T10","4381.890","-1110.236","180",""
"R88","10K_1%_0402","TopLayer","RESC1005X40X25LL05T10","4081.693","-1106.299","0",""
"R87","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6066.929","-952.756","0",""
"R86","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6279.528","-996.063","180",""
"R85","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6066.929","-897.638","0",""
"R84","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6275.591","-866.142","180",""
"R83","15K_1%_0402","TopLayer","FP-ERJ2R-MFG","6858.268","-275.591","270","RES SMD 15K OHM 1% 1/10W 0402"
"R82","10K_1%_0402","TopLayer","RESC1005X40X25LL05T10","6791.339","-688.976","0",""
"R81","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6712.598","-811.024","90",""
"J43","2049261103","TopLayer","FP-2049261103-MFG","6884.842","-889.764","90","CONN RCPT USB2.0 MICRO B SMD R/A"
"FB1","600ohm_1.3A_0603","TopLayer","FP-BLM18-0_15-t0_8-IPC_A","6724.409","-1039.370","270","Chip Ferrite Bead, 0603, 600O @ 100MHz, 0.15O, 25%, 1.3A"
"D25","SML-LX0603IW-TR","TopLayer","FP-SML-LX0603IW-TR-MFG","4098.425","-1299.213","270","LED RED DIFFUSED SMD"
"D24","SML-LX0603IW-TR","TopLayer","FP-SML-LX0603IW-TR-MFG","4366.142","-1295.276","270","LED RED DIFFUSED SMD"
"C96","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2503.937","-1106.299","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C95","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","5972.441","-921.260","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C94","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6275.591","-933.071","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C93","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6866.142","-377.953","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C92","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6940.945","-379.310","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C91","10nF_50V_0402","TopLayer","FP-CC0402-MFG","6795.276","-318.898","90","CAP CER 10000PF 50V X7R 0402"
"C90","4.7uF_16V_0402","TopLayer","FP-CL829-IPC_C","6641.732","-1106.299","180","Cap Ceramic 4.7uF 16V X5R ±20% SMD 0402 +85°C Paper T/R"
"C89","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6937.008","-661.417","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C88","47pF_50V_0402","TopLayer","CAPC1005X55X25LL05T10","6625.984","-811.024","270",""
"C87","47pF_50V_0402","TopLayer","CAPC1005X55X25LL05T10","6755.905","-783.465","270",""
"C86","10nF_50V_0402","TopLayer","FP-CC0402-MFG","6696.850","-944.882","180","CAP CER 10000PF 50V X7R 0402"
"D23","SMDJ12A","TopLayer","FP-DO-214AB_SMC_J-Bend-MFG","5649.606","-1692.913","180","TVS DIODE 12V 19.9V DO214AB"
"R77","200_1%_0402","TopLayer","FP-ERJ2RK-IPC_A","6862.205","-3157.480","180","RES SMD 200 OHM 1% 1/10W 0402"
"D20","SML-LX0603IW-TR","TopLayer","FP-SML-LX0603IW-TR-MFG","6728.346","-3157.480","180","LED RED DIFFUSED SMD"
"D22","SD103AWS-7-F","TopLayer","FP-SOD323-MFG","6196.850","-2960.630","0","DIODE SCHOTTKY 40V 350MA SOD323"
"D21","SD103AWS-7-F","TopLayer","FP-SOD323-MFG","6307.087","-2338.583","0","DIODE SCHOTTKY 40V 350MA SOD323"
"U19","INA219BIDR","TopLayer","FP-D0008A-MFG","6614.173","-3000.000","180","IC MONITOR PWR/CURR BIDIR 8-SOIC"
"U18","MIC24052YJL-TR","TopLayer","QFN28_5X6_MCH","5736.221","-2720.472","90","No Description Available"
"U17","INA219BIDR","TopLayer","FP-D0008A-MFG","6692.913","-2283.465","180","IC MONITOR PWR/CURR BIDIR 8-SOIC"
"R80","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","6822.834","-3062.992","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R79","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","6822.834","-3019.685","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R78","787_1%_0402","TopLayer","RESC1005X40X25NL10T10","5501.969","-2659.449","0",""
"R76","2.49K_1%_0402","TopLayer","RESC1005X40X25NL05T10","5529.528","-2596.457","90",""
"R75","19.6K_1%_0402","TopLayer","RESC1005X40X25NL05T10","5834.646","-2854.331","0",""
"R74","2.21_1%_0402","TopLayer","RESC1005X40X25ML05T10","5500.984","-2850.394","0",""
"R73","1.21_1%_0402","TopLayer","RESC1005X40X25LL10T10","5940.945","-2838.583","90",""
"R72","2mOhm_1%_1206","TopLayer","RESC3216X89X64NL25T25","6393.701","-2692.913","0",""
"R71","2.21_1%_0402","TopLayer","RESC1005X40X25ML05T10","5834.646","-2897.638","0",""
"R70","1.21_1%_0402","TopLayer","RESC0402(1005)_N","5606.299","-2866.142","0","1R21 0.063W 1% 0402 (1005 Metric)  SMD"
"R69","1.21_1%_0402","TopLayer","RESC0402(1005)_N","6078.740","-2952.756","270","1R21 0.063W 1% 0402 (1005 Metric)  SMD"
"R68","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","5503.937","-2708.661","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R67","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","5503.937","-2748.032","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R66","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","6736.220","-2421.260","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R65","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","6677.165","-2437.008","270","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R64","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","5641.732","-1094.488","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R63","470_1%_0402","TopLayer","RESC1005X40X25ML05T10","5519.685","-2003.937","0",""
"R62","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","5519.685","-1090.551","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R61","2.49K_1%_0402","TopLayer","RESC1005X40X25NL05T10","5661.417","-1996.063","90",""
"R60","19.6K_1%_0402","TopLayer","RESC1005X40X25NL05T10","5992.126","-2299.213","90",""
"R59","2.21_1%_0402","TopLayer","RESC1005X40X25ML05T10","5547.244","-2133.858","270",""
"C85","10uF_16V_0603","TopLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","6433.071","-2948.819","270","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C84","0.1uF_0402","TopLayer","CAPC1005X56X25NL10T15","6645.669","-2830.709","180",""
"C83","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6417.323","-2779.528","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C82","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","6645.669","-2763.780","0","None"
"C81","2.2uF_16V_0402","TopLayer","FP-C1005-050-0_05-IPC_A","6653.800","-2523.028","0","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C80","10uF_16V_0603","TopLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","6653.543","-2602.362","0","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C79","100uF_16V_2917","TopLayer","FP-T495D107K016ATE125-MFG","6433.071","-2543.307","0","CAP TANT 100UF 10% 16V 2917"
"C78","47uF_16V_1206","TopLayer","FP-C3216-160-0_2-MFG","6641.732","-2685.039","0","Multilayer Ceramic Capacitors 47uF ±20% 16V X5R SMD 1206"
"C77","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","5944.882","-2535.433","90","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C76","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","6055.118","-2539.370","90","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C75","100uF_16V_2917","TopLayer","FP-T495D107K016ATE125-MFG","5653.543","-2448.819","0","CAP TANT 100UF 10% 16V 2917"
"C74","0.1uF_50V_0603","TopLayer","FP-CC0603-DA-MFG","5724.409","-2917.323","180","CAP CER 0.1UF 50V X7R 0603"
"C73","4.7nF_50V_0402","TopLayer","FP-CC0402-MFG","5478.346","-2596.457","270","CAP CER 4700PF 50V X7R 0402"
"C72","DNI_1nF_50V_0402","TopLayer","FP-CL180-IPC_C","5917.323","-2913.386","270","Cap Ceramic 1nF 50V C0G ±5% SMD 0402 +125°C Paper T/R"
"C71","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","5500.000","-2799.213","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C70","2.2uF_16V_0402","TopLayer","FP-C1005-050-0_05-IPC_A","5599.741","-2925.197","180","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C69","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","5500.000","-2917.323","180","None"
"C68","0.1uF_50V_0603","TopLayer","FP-CC0603-DA-MFG","6003.937","-2956.693","180","CAP CER 0.1UF 50V X7R 0603"
"R58","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","5047.244","-1114.173","270","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R57","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","5086.614","-1114.173","270","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R56","DNI_4.7K_0402","TopLayer","RESC1005X40X25LL05T05","4736.221","-1220.472","90","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R55","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","4917.323","-1090.551","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R54","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","4783.465","-1090.551","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R53","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","4720.472","-1169.291","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R52","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","4850.394","-1090.551","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R51","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","5043.307","-1196.850","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R50","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","4744.095","-1346.457","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C67","0.1uF_0402","TopLayer","CAPC1005X56X25NL10T15","5027.559","-1255.906","90",""
"C66","0.1uF_0402","TopLayer","CAPC1005X56X25NL10T15","5039.370","-1334.646","180",""
"C65","1uF_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_C","4988.189","-1098.425","0","None"
"C64","0.1uF","TopLayer","CAPC1608X87X45ML20T05","6681.102","-472.441","180","C0603X104K5RACAUTO"
"C57","0.1uF","TopLayer","CAPC1608X87X45ML20T05","6055.118","-448.819","0","C0603X104K5RACAUTO"
"C56","10uF","TopLayer","FP-MK212BG-MFG","6677.165","-566.929","0","None"
"C55","10uF","TopLayer","FP-MK212BG-MFG","6055.118","-539.370","180","None"
"C54","0.1uF","TopLayer","CAPC1608X87X45ML20T05","559.055","-397.638","270","C0603X104K5RACAUTO"
"C43","0.1uF","TopLayer","CAPC1608X87X45ML20T05","1114.173","-405.512","270","C0603X104K5RACAUTO"
"C42","10uF","TopLayer","FP-MK212BG-MFG","472.441","-393.701","90","None"
"C41","10uF","TopLayer","FP-MK212BG-MFG","1244.094","-409.449","90","None"
"R49","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","4248.032","-1838.583","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R48","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","1401.575","-1295.276","270","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"SKT10","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2464.724","-3271.653","90","Solder socket for pin headers"
"SKT9","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","3023.622","-3165.354","90","Solder socket for pin headers"
"SKT8","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2584.724","-3271.653","90","Solder socket for pin headers"
"SKT7","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","3023.622","-1566.929","90","Solder socket for pin headers"
"SKT6","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1425.197","-2366.142","90","Solder socket for pin headers"
"SKT5","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1425.197","-3165.354","90","Solder socket for pin headers"
"SKT4","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2940.945","-3271.653","90","Solder socket for pin headers"
"SKT3","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2822.835","-3271.653","90","Solder socket for pin headers"
"SKT2","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1425.197","-1566.929","90","Solder socket for pin headers"
"SKT1","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2704.724","-3271.653","90","Solder socket for pin headers"
"P1","TSW-105-05-L-S","TopLayer","SMTC-TSW-105-05-X-S","1614.961","-1200.787","180","0.025" SQ Post Header, Through-hole, Vertical, -55 to 125 degC, 2.54 mm Pitch, 5-Pin, Male, RoHS"
"R47","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","3653.000","-1362.205","0",""
"J38","39-30-0040","TopLayer","FP-39-30-0040-MFG","6472.008","-1356.949","90","CONN HEADER R/A 4POS 4.2MM"
"R46","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","3653.000","-1125.984","0",""
"R45","0_5%_1206","TopLayer","RESC3116X65X50ML20T20","3653.000","-1248.032","0",""
"R44","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","5952.756","-1677.165","180",""
"D19","STPS5L60S","TopLayer","FP-STPS5L60S-MFG","6251.968","-1685.039","0","DIODE SCHOTTKY 60V 5A SMC"
"D12","STPS5L60S","TopLayer","FP-STPS5L60S-MFG","5960.630","-1342.520","90","DIODE SCHOTTKY 60V 5A SMC"
"J37","Single FPGA Conn","TopLayer","SingleFPGAConn","4309.097","-3085.975","90",""
"J36","Single FPGA Conn","TopLayer","SingleFPGAConn","3409.043","-2340.449","0",""
"J35","Single FPGA Conn","TopLayer","SingleFPGAConn","4309.097","-1604.766","270",""
"J34","Single FPGA Conn","TopLayer","SingleFPGAConn","5283.953","-2340.449","180",""
"J31","SA53_Header","TopLayer","SA53_Header","3013.188","-2365.934","180",""
"J13","GNSS Header 16-pin","TopLayer","GNSS_Header_16-pin","6406.398","-415.843","180",""
"J6","GNSS Header 16-pin","TopLayer","GNSS_Header_16-pin","827.855","-461.118","0",""
"R43","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6677.165","-811.024","90",""
"R42","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6803.150","-413.386","180",""
"D10","BLUE","TopLayer","FP-LTST-C191TBKT-MFG","403.543","118.110","90","LED BLUE CLEAR CHIP SMD"
"D9","BLUE","TopLayer","FP-LTST-C191TBKT-MFG","334.646","118.110","90","LED BLUE CLEAR CHIP SMD"
"D3","BLUE","TopLayer","FP-LTST-C191TBKT-MFG","265.748","118.110","90","LED BLUE CLEAR CHIP SMD"
"U16","NC7WV125K8X","TopLayer","SOP50P310X90-8N","748.032","-3188.976","180","Integrated Circuit"
"U12","NC7WV125K8X","TopLayer","SOP50P310X90-8N","757.874","-2125.984","180","Integrated Circuit"
"U11","NC7WV125K8X","TopLayer","SOP50P310X90-8N","757.874","-2647.638","180","Integrated Circuit"
"U8","NC7WV125K8X","TopLayer","SOP50P310X90-8N","748.032","-1594.488","180","Integrated Circuit"
"U6","IS32FL3207","TopLayer","IS32FL3207","1033.465","-1259.842","0",""
"R41","4.7K","TopLayer","RESC1608X55X30NL15T15","797.244","-1358.268","0","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"R40","DNI_100k","TopLayer","FP-RC0603-0_55-MFG","799.213","-1102.362","0","RES SMD 100K OHM 1% 1/10W 0603"
"R39","200 OHM","TopLayer","RESC1608X55X30NL15T15","472.441","-19.685","90","ERJ-3EKF2000V"
"R38","200 OHM","TopLayer","RESC1608X55X30NL15T15","403.543","-19.685","90","ERJ-3EKF2000V"
"R36","200 OHM","TopLayer","RESC1608X55X30NL15T15","334.646","-19.685","90","ERJ-3EKF2000V"
"R35","200 OHM","TopLayer","RESC1608X55X30NL15T15","265.748","-19.685","90","ERJ-3EKF2000V"
"R34","49.9R","TopLayer","RESC1608X55X25NL10T15","568.898","-3169.291","180","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R33","49.9R","TopLayer","RESC1608X55X25NL10T15","580.709","-2106.299","180","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R32","4.7K","TopLayer","RESC1608X55X30NL15T15","748.032","-3326.772","270","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"R31","4.7K","TopLayer","RESC1608X55X30NL15T15","826.772","-3326.772","270","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"P3","EXT GPIO","TopLayer","HDR2X6_CEN","5640.551","89.370","180","Header, 6-Pin, Dual row"
"J4","1909763-1","TopLayer","TECO-1909763-1_V","412.894","-3169.291","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J2","1909763-1","TopLayer","TECO-1909763-1_V","412.894","-2106.299","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J3","1909763-1","TopLayer","TECO-1909763-1_V","412.894","-2627.953","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J1","1909763-1","TopLayer","TECO-1909763-1_V","412.894","-1574.803","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"D18","155124M173200","TopLayer","155124M173200","-190.453","-3413.386","90","LED (Multiple)"
"D17","155124M173200","TopLayer","155124M173200","-190.453","-2885.827","90","LED (Multiple)"
"D16","155124M173200","TopLayer","155124M173200","-190.453","-2350.394","90","LED (Multiple)"
"D15","155124M173200","TopLayer","155124M173200","-190.453","-1822.835","90","LED (Multiple)"
"C40","0.1uF","TopLayer","CAPC1608X87X45ML20T05","826.772","-1259.843","90","C0603X104K5RACAUTO"
"C38","1uF","TopLayer","FP-C0603C105K3PACTU-MFG","757.874","-1253.937","270","CAP CER 1UF 25V X5R 0603"
"C33","0.1uF_0402","TopLayer","CAPC1005X56X25NL10T15","4980.315","-1413.386","180",""
"C32","0.1uF_0402","TopLayer","CAPC1005X56X25NL10T15","4980.315","-1374.016","180",""
"R37","10K","TopLayer","RESC1608X55X30LL15T20","4586.614","-1376.472","180","Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel RMCF0603FT10K0"
"U15","RCB-F9T-1","TopLayer","GNSS","6406.398","-258.362","180","MOD, GPS"
"C37","0.1uF","TopLayer","CAPC1608X87X45ML20T05","6688.976","-161.417","180","C0603X104K5RACAUTO"
"C36","0.1uF","TopLayer","CAPC1608X87X45ML20T05","6127.664","-140.170","0","C0603X104K5RACAUTO"
"C35","10uF","TopLayer","FP-MK212BG-MFG","6696.850","-236.220","0","None"
"C34","10uF","TopLayer","FP-MK212BG-MFG","6131.890","-215.055","180","None"
"D2","8240136","TopLayer","SOT143-4L","344.488","-2874.016","90","TVS Diode WE-TVS-HS, VRWM=3.3V"
"D1","8240136","TopLayer","SOT143-4L","344.488","-1797.244","90","TVS Diode WE-TVS-HS, VRWM=3.3V"
"R27","4.7K","TopLayer","RESC1608X55X30NL15T15","1665.354","-1094.488","0","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"R26","4.7K","TopLayer","RESC1608X55X30NL15T15","1515.748","-1094.488","0","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"U10","MAC-SA5X","TopLayer","SA53","2258.562","-2399.291","180","MOD, MAC, MAC-SA5X, ATOMIC CLOCK"
"R14","4.7K","TopLayer","RESC1608X55X30NL15T15","826.772","-1722.441","270","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"U14","BME280","TopLayer","FP-BME280-MFG","5157.480","-1248.520","0","SENSOR PRESSURE HUMIDITY TEMP"
