Altium Designer Pick and Place Locations
C:\Users\julianstj\Desktop\WorkNotes\Projects\PTP\TimeCardNPI\HackDesign\WIP\ECAD\Project Outputs for Timingcard_PROJECT\Pick Place for TimeCard-DC-V9_EXP.csv

========================================================================================================================
File Design Information:

Date:       28/08/23
Time:       18:24
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R171","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4830.709","-2555.118","90",""
"R170","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","1791.339","-877.953","0",""
"R169","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4799.213","-2779.528","90",""
"R168","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4858.268","-2779.528","90",""
"R167","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4767.717","-2555.118","270",""
"R166","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4874.016","-2555.118","270",""
"R165","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1692.913","114.173","90",""
"R164","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1535.433","-122.047","270",""
"R163","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1358.268","-62.992","180",""
"R162","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1511.811","161.417","90",""
"R161","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1598.425","114.173","90",""
"R160","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4940.945","-3035.433","0",""
"R159","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1625.984","-114.173","270",""
"R158","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4866.142","-3177.165","0",""
"R157","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1429.134","-118.110","180",""
"R156","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4614.173","-3102.362","270",""
"R155","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","1425.197","149.606","90",""
"R154","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4767.717","-2901.575","90",""
"R153","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4834.646","-2897.638","90",""
"R152","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","1354.331","-98.425","180",""
"R151","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4913.386","-3102.362","0",""
"R150","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","1586.614","-114.173","270",""
"R149","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4720.472","-3153.543","180",""
"R148","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","4661.417","-2964.567","90",""
"R147","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","1645.669","114.173","90",""
"R146","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4657.480","-3102.362","270",""
"R145","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4913.386","-3141.732","0",""
"R144","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","1468.504","157.480","90",""
"R143","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4885.827","-2937.008","90",""
"R142","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","4728.346","-2905.512","90",""
"C109","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1517.505","39.437","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C108","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","4778.724","-3003.870","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C107","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1897.638","-944.882","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C106","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","4803.150","-2657.480","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C105","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","5733.268","-2611.220","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C104","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","5659.449","-2611.193","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C103","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","4976.378","-2598.425","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C102","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","5076.772","-2601.362","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C101","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","4972.441","-2523.622","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C100","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2141.732","-748.032","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C99","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2045.373","-750.000","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C98","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2141.732","-31.496","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C97","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2038.386","-29.528","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C74","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2094.488","27.559","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"R139","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","5503.937","-3007.874","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R138","0_1%_0402","TopLayer","RESC1005X40X25LL05T05","1618.110","-590.551","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R137","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","5315.753","-2453.740","180",""
"R136","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","5335.835","-2508.858","180",""
"R135","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","5347.608","-2560.039","180",""
"R134","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","2208.661","-342.990","90",""
"R133","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","2153.543","-366.178","90",""
"R132","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","2102.362","-387.581","90",""
"R131","DNI_0_1%_0402","TopLayer","RESC1005X40X25LL05T05","5433.071","-3007.874","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R130","DNI_0_1%_0402","TopLayer","RESC1005X40X25LL05T05","1618.110","-543.307","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"J45","2199119-3","TopLayer","FP-2199119-3-MFG","5358.268","-2772.638","180","CONN M.2 FEMALE 67POS 0.020 GOLD"
"J44","2199119-3","TopLayer","FP-2199119-3-MFG","1889.764","-389.764","90","CONN M.2 FEMALE 67POS 0.020 GOLD"
"C73","47uF_35V_2917","TopLayer","FP-T521X476M035ATE030-MFG","4539.370","-1480.315","90","CAP TANT POLY 47UF 35V 2917"
"C72","47uF_35V_2917","TopLayer","FP-T521X476M035ATE030-MFG","972.441","122.047","180","CAP TANT POLY 47UF 35V 2917"
"C71","470uF_10V_2917","TopLayer","FP-TAJE-MFG","1035.433","-500.000","90","470uF 10V  ±10% 500mO 2917  SMD Tantalum Capacitor"
"R129","20K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","4528.543","-1460.630","270",""
"CR1","MBRD10200CT-13","TopLayer","TO252(DPAK)_DIO","5590.730","-366.142","270","No Description Available"
"J43","47589-0001","TopLayer","MOLX-47589-0001_V","6141.732","-2800.197","90","Right Angle Female Type AB Micro USB Connector, 30 V, 1.8 A, -30 to 85 degC, RoHS, Tape and Reel"
"R69","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","4236.220","-1055.118","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"U24","MUN12AD06-SM","TopLayer","MUN12AD06-SM_CYN","4220.472","-1160.434","180","No Description Available"
"U1","MUN12AD06-SM","TopLayer","MUN12AD06-SM_CYN","1005.575","-137.795","270","No Description Available"
"Y1","ABS07-32.768KHZ-T","TopLayer","FP-ABS07-MFG","1825.162","-1234.252","90","Crystal 32.768kHz ±20ppm (Tol) 12.5pF FUND 70k? 2-Pin CSMD T/R"
"U27","PCA9546ARGVR","TopLayer","RGV0016A_V","3866.142","-2342.520","90","4-Channel I2C and SMBus Multiplexer with Reset Functions, 2.3 to 5.5 V, -40 to 85 degC, 16-pin VQFN (RGV), Green (RoHS & no Sb/Br)"
"U26","TMUX1072RUTR","TopLayer","FP-RUT0012A-MFG","3255.905","-2397.638","0","IC SWITCH SPDT DUAL 12UQFN"
"U25","NCP176AMX330TCG","TopLayer","FP-711AT-MFG","1614.173","-1015.647","0","IC REG LINEAR 3.3V 500MA 6XDFN"
"SW2","219-2LPST","TopLayer","CTS-219-2LPST_V","6074.803","-1688.976","180","Surface Mount DIP Switch Auto Placeable, -55 to 85 degC, 4-Pin SMD, RoHS, Tube"
"R128","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3724.409","-2366.142","0",""
"R127","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3724.409","-2413.386","0",""
"R126","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3948.819","-2192.913","180",""
"R125","200_1%_0402","BottomLayer","RESC1005X40X25NL05T05","5901.575","-2260.827","270",""
"R124","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","3846.457","-2177.165","0",""
"R123","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","3732.284","-2177.165","180",""
"R122","200_1%_0402","BottomLayer","RESC1005X40X25NL05T05","5846.457","-2307.087","270",""
"R121","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3826.772","-2480.315","90",""
"R120","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","3909.449","-2507.874","270",""
"R119","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","3866.142","-2507.874","270",""
"R118","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","4015.748","-2507.874","270",""
"R117","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","3968.504","-2507.874","270",""
"R116","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","4074.803","-2330.709","0",""
"R115","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","4070.866","-2381.890","0",""
"R114","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","4062.992","-2196.850","0",""
"R113","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","4062.992","-2240.157","0",""
"R112","200_1%_0402","BottomLayer","RESC1005X40X25NL05T05","5818.898","-2418.307","270",""
"R111","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3141.732","-2433.071","0",""
"P5","61300411121","TopLayer","61300411121","3212.598","-1406.693","90","THT Vertical Pin Header WR-PHD, Pitch 2.54 mm, Single Row, 4 pins"
"P4","TSM-105-01-L-DV","TopLayer","SMTC-TSM-105-01-X-DV","6123.031","-3333.071","90","0.025" SQ Post Header, Surface Mount, Vertical, -55 to 125 degC, 2.54 mm Pitch, 10-Pin, Male, RoHS"
"C39","22pF_50V_0402","TopLayer","CAPC1005X55X25ML05T05","1892.091","-1194.882","270","Chip Capacitor, 22 pF, +/- 5%, 50 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R110","DNI_4.7K_0402","TopLayer","RESC1005X40X25LL05T05","493.514","-1155.414","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R109","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","493.514","-1080.611","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R108","4.7K_0402","TopLayer","RESC1005X40X25LL05T05","493.514","-1116.044","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R107","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2913.386","-1897.638","0",""
"R106","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2933.071","-1940.945","0",""
"R105","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2712.598","-1964.567","180",""
"R104","DNI_49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2712.598","-1921.260","180",""
"R103","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3196.850","-3035.433","0",""
"R102","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3200.787","-2834.646","0",""
"R101","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3397.638","-3031.496","0",""
"R100","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3393.701","-2811.024","0",""
"U23","TMUX1072RUTR","TopLayer","FP-RUT0012A-MFG","2818.898","-1952.756","90","IC SWITCH SPDT DUAL 12UQFN"
"U22","TMUX1072RUTR","TopLayer","FP-RUT0012A-MFG","3204.724","-2937.008","0","IC SWITCH SPDT DUAL 12UQFN"
"U21","TMUX1072RUTR","TopLayer","FP-RUT0012A-MFG","3393.701","-2929.134","0","IC SWITCH SPDT DUAL 12UQFN"
"U20","FT234XD-R","TopLayer","FP-DFN-12-IPC_B","6152.559","-2410.059","90","IC USB SERIAL BASIC UART 12DFN"
"SW1","1571983-4","TopLayer","FP-1571983-4-MFG","6099.773","-2038.533","90","SWITCH SLIDE DIP SPST 25MA 24V"
"R99","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2838.583","-2057.086","90",""
"R98","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2858.268","-1854.331","270",""
"R97","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2795.276","-2059.055","90",""
"R96","49.9_1%_0402","TopLayer","RESC1005X40X25LL05T10","2783.465","-1854.331","270",""
"R95","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3366.142","-2429.134","180",""
"R94","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3169.291","-2362.205","0",""
"R93","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3090.551","-2964.567","0",""
"R92","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3287.402","-3005.905","90",""
"R91","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3098.425","-2893.701","0",""
"R90","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3279.528","-2842.520","270",""
"R89","10K_1%_0402","BottomLayer","RESC1005X40X25LL05T10","5854.331","-1968.504","0",""
"R88","10K_1%_0402","BottomLayer","RESC1005X40X25LL05T10","5838.583","-2066.929","0",""
"R87","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3330.709","-3007.874","90",""
"R86","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3498.032","-2960.630","180",""
"R85","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3330.709","-2842.520","270",""
"R84","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3505.905","-2885.827","180",""
"R83","15K_1%_0402","TopLayer","FP-ERJ2R-MFG","6106.299","-2566.929","0","RES SMD 15K OHM 1% 1/10W 0402"
"R82","10K_1%_0402","TopLayer","RESC1005X40X25LL05T10","6110.236","-2527.559","180",""
"R81","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6024.606","-2389.764","0",""
"FB1","600ohm_1.3A_0603","TopLayer","FP-BLM18-0_15-t0_8-IPC_A","6023.622","-3000.000","0","Chip Ferrite Bead, 0603, 600O @ 100MHz, 0.15O, 25%, 1.3A"
"D24","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","6007.874","-2204.724","0","LED GREEN CLEAR SMD"
"C96","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","2818.898","-1952.756","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C95","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","3204.724","-2937.008","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C94","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","3393.701","-2929.134","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C93","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6129.921","-2385.827","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C92","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6143.258","-2311.024","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C91","10nF_50V_0402","TopLayer","FP-CC0402-MFG","6106.299","-2610.236","180","CAP CER 10000PF 50V X7R 0402"
"C90","4.7uF_16V_0402","BottomLayer","FP-CL829-IPC_C","6142.716","-3027.559","0","Cap Ceramic 4.7uF 16V X5R ±20% SMD 0402 +85°C Paper T/R"
"C89","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","6145.669","-3027.559","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C88","47pF_50V_0402","BottomLayer","CAPC1005X55X25LL05T10","6027.165","-2429.914","180",""
"C87","47pF_50V_0402","BottomLayer","CAPC1005X55X25LL05T10","6027.165","-2390.544","180",""
"C86","10nF_50V_0402","TopLayer","FP-CC0402-MFG","5980.315","-2921.260","180","CAP CER 10000PF 50V X7R 0402"
"D23","SMDJ12A","TopLayer","FP-DO-214AB_SMC_J-Bend-MFG","5637.795","-645.669","180","TVS DIODE 12V 19.9V DO214AB"
"R77","200_1%_0402","TopLayer","FP-ERJ2RK-IPC_A","4696.850","-763.779","180","RES SMD 200 OHM 1% 1/10W 0402"
"D20","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","4545.276","-763.780","0","LED GREEN CLEAR SMD"
"D22","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","6007.874","-2267.716","0","LED GREEN CLEAR SMD"
"D21","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","6007.874","-2330.709","0","LED GREEN CLEAR SMD"
"U19","INA219BIDR","TopLayer","FP-D0008A-MFG","3805.826","-1448.819","90","IC MONITOR PWR/CURR BIDIR 8-SOIC"
"U18","DNI_MYMGK00506ERSR","TopLayer","FP-MYMGK-12-MFG","4228.346","-1488.189","270","DC DC CONVERTER 0.7-5V"
"U17","INA219BIDR","TopLayer","FP-D0008A-MFG","554.725","-508.554","0","IC MONITOR PWR/CURR BIDIR 8-SOIC"
"R80","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","3730.826","-1555.118","90","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R79","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","3780.826","-1555.118","90","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R78","10K_1%_0402","BottomLayer","RESC1005X40X25LL05T10","5838.583","-2141.732","0",""
"R76","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3362.205","-2358.268","180",""
"R75","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3224.409","-2507.874","0",""
"R74","DNI_27_1%_0402","TopLayer","RESC1005X40X25NL05T05","3224.409","-2287.402","0",""
"R73","DNI_0_1%_0402","TopLayer","RESC1005X40X25LL05T05","1829.099","-1328.740","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R72","2mOhm_1%_1206","TopLayer","RESC3216X89X64NL25T25","3941.929","-1208.661","180",""
"R71","DNI_0_1%_0402","TopLayer","RESC1005X40X25LL05T05","1829.099","-1135.827","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R70","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","4163.980","-1046.434","180",""
"R68","2K_0.5%_0402","BottomLayer","RESC1005X35X25LL10T10","4024.606","-1299.213","180",""
"R67","88.7K_0.5%_0402","BottomLayer","FP-RT0402-MFG","4102.362","-1295.276","180","RES SMD 88.7K OHM 0.5% 1/16W"
"R66","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","448.425","-433.554","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R65","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","448.425","-483.554","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R64","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","5984.252","-814.961","90","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R63","22_0.5%_0402","BottomLayer","FP-RG1005-IPC_A","4299.213","-1326.772","180","Automotive Metal Thin Film Chip Resistor, 0402, 22O, 0.5%, 100ppm/°C, 0.0625W, 75V"
"R62","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","6033.565","-814.331","90","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R61","2.2K_0.5%_0402","BottomLayer","RESC1005X40X25ML10T10","4257.874","-1379.921","180",""
